,organizer,call_duration_mins,participants,indiv_interaction_mins,interaction,meeting_modes,meeting_types,host_locations,recorded_session
9547,Divya Prakash,28,"{'Divya Prakash', 'Vaishali Ravindranath,Prasanna Ravindranath,Harini Prakash,Avinash Prakash,Vaishali Prakash,Aruna Prakash,Avinash Prasad,Prasanna Prakash,Divya Raj,Avinash Prakash'}",[16  3  9],High,online,project_discussion,India,no
9548,Surya Prasad,10,"{'Surya Prasad', 'Divya Prakash,Harini Raj,Avinash Raj,Prasanna Ravindranath,Divya Prasad,Vaishali Raj,Aruna Prakash,Divya Prakash,Prasanna Prakash,Surya Prakash'}",[1 6 3],Medium,in_office,others,France,no
9549,Harini Prakash,112,"{'Surya Ravindranath,Aruna Prasad,Aruna Prakash', 'Harini Prakash'}",[ 6 57 49],High,hybrid,employee_engagement,France,no
9550,Aruna Prakash,175,"{'Aruna Prakash', 'Vaishali Raj,Aruna Raj,Surya Prakash,Surya Prasad,Surya Prakash,Harini Prasad,Surya Raj,Prasanna Ravindranath'}",[ 15  20 140],Low,online,employee_engagement,India,no
9551,Vaishali Ravindranath,150,"{'Vaishali Ravindranath', 'Harini Raj,Vaishali Prasad,Avinash Prakash,Vaishali Prasad,Divya Prakash'}",[22 87 41],Low,in_office,others,Romania,yes
9552,Harini Prasad,57,"{'Vaishali Raj,Avinash Prasad,Divya Prakash,Surya Prakash,Vaishali Prasad', 'Harini Prasad'}",[19 33  5],Medium,in_office,project_discussion,Remote,yes
9553,Surya Prakash,171,"{'Surya Prakash', 'Harini Raj,Harini Ravindranath,Harini Prasad,Aruna Raj,Avinash Prasad,Vaishali Ravindranath,Aruna Prasad,Prasanna Prakash,Prasanna Prakash,Aruna Raj'}",[21 61 89],High,online,employee_engagement,India,yes
9554,Surya Prakash,105,"{'Harini Ravindranath,Vaishali Ravindranath,Prasanna Ravindranath,Vaishali Ravindranath,Harini Prasad,Surya Ravindranath,Harini Prakash,Vaishali Prasad', 'Surya Prakash'}",[ 5  1 99],Medium,hybrid,others,Romania,no
9555,Avinash Raj,83,"{'Avinash Raj,Divya Ravindranath,Vaishali Prasad,Divya Prakash,Aruna Prasad,Avinash Prakash,Vaishali Prasad,Avinash Raj', 'Avinash Raj'}",[38  9 36],Medium,hybrid,others,France,yes
9556,Aruna Raj,78,"{'Prasanna Ravindranath,Surya Raj,Aruna Prakash,Divya Prasad,Prasanna Raj,Avinash Prakash,Aruna Prasad,Avinash Prasad,Harini Ravindranath,Prasanna Ravindranath', 'Aruna Raj'}",[57 16  5],Low,online,trainings,Remote,no
9557,Avinash Prakash,166,"{'Avinash Raj,Divya Prasad,Prasanna Ravindranath,Surya Ravindranath,Vaishali Ravindranath', 'Avinash Prakash'}",[86  5 75],High,in_office,project_discussion,Remote,no
9558,Avinash Ravindranath,116,"{'Avinash Ravindranath', 'Surya Raj,Prasanna Raj,Surya Raj,Vaishali Raj,Harini Ravindranath,Avinash Prasad'}",[37 65 14],Medium,in_office,project_discussion,Remote,no
9559,Prasanna Ravindranath,72,"{'Divya Ravindranath,Aruna Prakash,Prasanna Ravindranath,Prasanna Prasad,Aruna Ravindranath', 'Prasanna Ravindranath'}",[22 28 22],High,online,employee_engagement,Romania,yes
9560,Divya Ravindranath,7,"{'Harini Ravindranath,Harini Prakash,Avinash Ravindranath,Divya Prakash,Aruna Prasad,Harini Prasad,Aruna Ravindranath,Avinash Ravindranath,Divya Prasad', 'Divya Ravindranath'}",[5 0 2],Low,in_office,employee_engagement,Romania,yes
9561,Prasanna Ravindranath,7,"{'Prasanna Ravindranath', 'Aruna Raj,Surya Raj,Divya Ravindranath,Surya Prasad,Vaishali Raj,Vaishali Prasad,Divya Raj,Divya Prakash,Aruna Prasad,Divya Prasad'}",[2 2 3],Medium,hybrid,project_discussion,Romania,yes
9562,Harini Raj,120,"{'Harini Raj', 'Harini Prakash,Vaishali Prakash,Surya Raj,Surya Raj,Vaishali Prasad,Surya Raj,Avinash Prasad,Divya Prasad'}",[74 28 18],High,hybrid,project_discussion,France,no
9563,Surya Prasad,40,"{'Surya Prasad', 'Avinash Ravindranath,Vaishali Ravindranath,Prasanna Prasad,Aruna Raj,Divya Prasad'}",[16  1 23],Medium,in_office,trainings,Remote,yes
9564,Aruna Prakash,151,"{'Aruna Prakash', 'Divya Ravindranath,Avinash Raj,Avinash Prakash,Harini Prakash,Divya Prakash,Harini Prasad,Surya Prasad,Harini Prasad,Avinash Prasad'}",[64 47 40],High,in_office,trainings,Romania,no
9565,Harini Prasad,9,"{'Prasanna Prasad,Divya Prakash,Avinash Ravindranath,Divya Ravindranath,Harini Prakash', 'Harini Prasad'}",[2 1 6],Medium,in_office,employee_engagement,Romania,yes
9566,Divya Raj,10,"{'Avinash Ravindranath,Surya Raj,Prasanna Ravindranath,Surya Prasad,Surya Prasad,Vaishali Raj,Aruna Prakash,Aruna Prasad,Harini Ravindranath,Harini Prakash', 'Divya Raj'}",[8 1 1],Medium,hybrid,project_discussion,Remote,yes
9567,Surya Ravindranath,24,"{'Surya Ravindranath', 'Divya Ravindranath,Aruna Prasad'}",[13  4  7],High,in_office,employee_engagement,Remote,no
9568,Prasanna Prasad,161,"{'Prasanna Prasad', 'Divya Prasad,Prasanna Prakash,Avinash Ravindranath,Divya Ravindranath,Prasanna Prasad,Avinash Prakash,Harini Prasad,Aruna Prasad'}",[155   4   2],High,hybrid,project_discussion,Romania,yes
9569,Avinash Prakash,23,"{'Surya Ravindranath,Avinash Prasad,Aruna Prasad,Avinash Raj,Surya Raj,Surya Raj,Vaishali Raj', 'Avinash Prakash'}",[14  9  0],High,hybrid,project_discussion,India,yes
9570,Aruna Ravindranath,63,"{'Avinash Prasad,Prasanna Prasad,Harini Raj,Divya Ravindranath,Aruna Prasad,Divya Ravindranath,Surya Prakash,Surya Raj,Avinash Raj,Prasanna Prakash', 'Aruna Ravindranath'}",[32 12 19],Medium,hybrid,others,France,no
9571,Aruna Ravindranath,129,"{'Avinash Prasad,Aruna Ravindranath,Aruna Prasad,Harini Prasad,Vaishali Prasad,Aruna Prakash,Prasanna Prasad,Avinash Ravindranath,Aruna Ravindranath', 'Aruna Ravindranath'}",[  0  13 116],Medium,hybrid,employee_engagement,India,yes
9572,Aruna Raj,153,"{'Avinash Ravindranath,Divya Prakash,Aruna Raj,Prasanna Prasad,Divya Prasad,Aruna Prakash', 'Aruna Raj'}",[21 75 57],Low,in_office,others,Remote,yes
9573,Divya Raj,41,"{'Aruna Raj,Divya Ravindranath', 'Divya Raj'}",[31  0 10],Low,online,project_discussion,Remote,no
9574,Harini Prasad,36,"{'Surya Ravindranath,Surya Prasad,Avinash Prakash', 'Harini Prasad'}",[31  2  3],Low,online,trainings,Romania,no
9575,Vaishali Ravindranath,29,"{'Vaishali Ravindranath', 'Surya Prasad,Prasanna Prakash,Aruna Raj,Prasanna Ravindranath,Vaishali Ravindranath,Prasanna Raj,Avinash Prasad,Prasanna Prasad,Avinash Raj'}",[ 3 15 11],High,hybrid,others,Romania,no
9576,Prasanna Raj,161,"{'Prasanna Raj', 'Surya Prasad,Avinash Prakash'}",[93 65  3],High,in_office,project_discussion,Romania,no
9577,Vaishali Ravindranath,16,"{'Vaishali Ravindranath', 'Vaishali Raj,Divya Prakash,Prasanna Prakash,Aruna Ravindranath,Surya Raj,Avinash Prakash,Divya Ravindranath'}",[ 2 13  1],Medium,hybrid,employee_engagement,Remote,yes
9578,Harini Prasad,170,"{'Harini Prasad', 'Vaishali Ravindranath,Prasanna Prasad,Vaishali Prasad,Avinash Raj,Vaishali Prakash,Avinash Prasad,Divya Raj'}",[ 18 125  27],Medium,in_office,trainings,India,no
9579,Avinash Prasad,177,"{'Harini Prasad,Aruna Raj,Avinash Raj,Harini Ravindranath,Divya Raj,Vaishali Prakash,Aruna Raj,Surya Prasad,Avinash Prasad,Vaishali Prasad', 'Avinash Prasad'}",[106  64   7],Medium,in_office,trainings,Romania,yes
9580,Harini Prasad,91,"{'Vaishali Ravindranath,Vaishali Ravindranath,Vaishali Prasad,Prasanna Prasad', 'Harini Prasad'}",[48 21 22],High,in_office,trainings,Romania,yes
9581,Prasanna Prakash,132,"{'Avinash Raj,Harini Prasad,Avinash Raj,Prasanna Prasad,Vaishali Ravindranath', 'Prasanna Prakash'}",[42 29 61],Low,in_office,others,Romania,no
9582,Avinash Ravindranath,95,"{'Harini Prakash,Avinash Raj,Aruna Raj,Divya Prakash', 'Avinash Ravindranath'}",[ 5 80 10],Medium,in_office,trainings,Romania,yes
9583,Prasanna Prasad,8,"{'Prasanna Prasad', 'Prasanna Ravindranath,Aruna Prakash,Surya Prakash,Vaishali Prakash,Prasanna Prakash,Harini Prakash'}",[2 1 5],Low,in_office,others,France,yes
9584,Aruna Prasad,159,"{'Aruna Ravindranath,Vaishali Raj,Surya Prakash,Avinash Prasad,Prasanna Prasad,Divya Ravindranath,Vaishali Prasad,Divya Prasad,Divya Prasad,Divya Prasad', 'Aruna Prasad'}",[111  38  10],Medium,online,employee_engagement,Remote,no
9585,Prasanna Ravindranath,121,"{'Prasanna Ravindranath', 'Surya Prakash,Prasanna Ravindranath'}",[109   6   6],Medium,online,trainings,India,no
9586,Harini Raj,169,"{'Prasanna Prakash,Surya Raj', 'Harini Raj'}",[64 39 66],Low,online,others,India,no
9587,Aruna Prakash,45,"{'Aruna Prakash', 'Prasanna Prasad,Vaishali Raj,Divya Raj,Prasanna Prakash,Vaishali Prasad'}",[39  3  3],High,online,trainings,Remote,no
9588,Aruna Prakash,102,"{'Aruna Prakash', 'Prasanna Raj,Avinash Prasad,Avinash Ravindranath,Aruna Ravindranath,Vaishali Prakash'}",[  2   0 100],High,hybrid,others,France,no
9589,Divya Raj,115,"{'Divya Raj', 'Vaishali Raj,Harini Prasad,Harini Ravindranath,Harini Prakash,Prasanna Raj,Aruna Prakash,Prasanna Ravindranath,Divya Prasad'}",[45 32 38],Low,in_office,employee_engagement,Romania,yes
9590,Prasanna Prakash,48,"{'Prasanna Prakash', 'Vaishali Ravindranath,Harini Ravindranath,Aruna Ravindranath,Vaishali Ravindranath,Prasanna Raj,Divya Prakash,Avinash Prakash,Aruna Ravindranath,Avinash Ravindranath'}",[18 12 18],Low,in_office,employee_engagement,Romania,no
9591,Vaishali Prasad,161,"{'Aruna Prasad,Divya Prakash,Harini Prakash,Surya Prakash,Prasanna Raj,Divya Ravindranath,Vaishali Prakash,Divya Raj,Aruna Ravindranath,Aruna Prakash', 'Vaishali Prasad'}",[10 88 63],Medium,hybrid,employee_engagement,Remote,no
9592,Vaishali Ravindranath,82,"{'Vaishali Ravindranath', 'Harini Ravindranath,Vaishali Ravindranath,Surya Raj,Divya Prakash,Surya Prasad,Aruna Prasad'}",[16 53 13],High,hybrid,others,Remote,yes
9593,Aruna Prakash,84,"{'Aruna Prakash', 'Vaishali Ravindranath,Vaishali Prakash,Divya Prasad,Divya Ravindranath'}",[22 42 20],Medium,hybrid,employee_engagement,France,yes
9594,Surya Prakash,158,"{'Surya Raj,Avinash Ravindranath,Prasanna Prakash,Vaishali Raj,Surya Ravindranath,Avinash Raj', 'Surya Prakash'}",[27 56 75],High,in_office,trainings,France,yes
9595,Surya Prasad,144,"{'Surya Prasad', 'Aruna Raj,Surya Prasad,Avinash Raj,Vaishali Prakash,Divya Prakash,Harini Prakash'}",[70 55 19],High,online,others,Remote,no
9596,Harini Ravindranath,96,"{'Harini Ravindranath', 'Divya Raj,Harini Prasad,Avinash Prasad,Vaishali Ravindranath,Vaishali Prasad,Divya Ravindranath,Aruna Raj,Prasanna Raj,Aruna Ravindranath,Prasanna Prasad'}",[30  7 59],Low,in_office,trainings,India,yes
9597,Aruna Ravindranath,61,"{'Aruna Ravindranath', 'Surya Prakash,Aruna Raj,Avinash Ravindranath,Prasanna Raj,Aruna Ravindranath,Vaishali Prakash,Harini Prakash,Avinash Raj'}",[15 27 19],High,hybrid,trainings,Romania,no
9598,Vaishali Raj,92,"{'Prasanna Raj,Divya Prasad,Surya Ravindranath,Surya Ravindranath,Aruna Prasad', 'Vaishali Raj'}",[75  6 11],Low,hybrid,others,Romania,no
9599,Aruna Raj,153,"{'Aruna Raj', 'Surya Ravindranath,Harini Prakash,Harini Prasad,Surya Ravindranath,Vaishali Ravindranath,Harini Ravindranath,Surya Ravindranath'}",[39 60 54],Medium,online,trainings,Romania,no
9600,Aruna Raj,66,"{'Aruna Raj', 'Divya Ravindranath,Vaishali Prasad,Aruna Raj,Aruna Prakash,Harini Prakash,Harini Prakash,Avinash Ravindranath,Prasanna Prasad,Divya Prakash'}",[22 12 32],High,in_office,project_discussion,France,no
9601,Divya Ravindranath,31,"{'Divya Ravindranath', 'Aruna Raj,Harini Prakash,Divya Raj,Prasanna Raj,Prasanna Raj,Vaishali Prasad'}",[ 7  3 21],High,hybrid,project_discussion,France,yes
9602,Prasanna Prakash,98,"{'Divya Ravindranath,Surya Prasad,Prasanna Ravindranath', 'Prasanna Prakash'}",[48 48  2],High,online,others,Remote,yes
9603,Avinash Raj,83,"{'Avinash Raj', 'Avinash Prakash,Vaishali Ravindranath,Divya Prakash,Avinash Ravindranath,Prasanna Raj,Aruna Ravindranath,Harini Ravindranath,Avinash Prakash,Avinash Ravindranath,Vaishali Raj'}",[73  9  1],Low,in_office,trainings,Remote,no
9604,Vaishali Prakash,111,"{'Vaishali Prakash', 'Harini Prakash,Vaishali Prakash'}",[ 5 22 84],Low,online,trainings,Remote,yes
9605,Harini Ravindranath,48,"{'Harini Ravindranath', 'Vaishali Ravindranath,Harini Ravindranath,Harini Raj,Harini Prasad,Aruna Raj,Avinash Raj,Divya Ravindranath,Vaishali Prasad,Divya Prasad,Surya Prasad'}",[ 5 18 25],Low,online,others,Romania,no
9606,Harini Ravindranath,173,"{'Harini Ravindranath', 'Vaishali Prasad,Divya Prasad,Aruna Prakash,Harini Prasad,Harini Ravindranath,Divya Prasad,Surya Prakash,Prasanna Raj'}",[145  18  10],High,online,employee_engagement,India,no
9607,Vaishali Ravindranath,105,"{'Vaishali Ravindranath', 'Divya Raj,Surya Raj,Surya Prakash,Vaishali Ravindranath,Aruna Ravindranath,Prasanna Prasad,Surya Raj,Aruna Prasad,Surya Prasad'}",[15 42 48],Medium,in_office,project_discussion,Romania,no
9608,Surya Prasad,177,"{'Divya Raj,Vaishali Ravindranath,Harini Ravindranath,Vaishali Ravindranath,Harini Ravindranath,Avinash Prasad,Harini Prasad,Surya Raj', 'Surya Prasad'}",[  0  22 155],Medium,in_office,trainings,Remote,yes
9609,Divya Prakash,57,"{'Divya Prakash', 'Aruna Prakash,Avinash Prasad'}",[31  6 20],Low,in_office,project_discussion,Remote,no
9610,Avinash Ravindranath,47,"{'Divya Ravindranath,Avinash Prakash,Divya Prakash', 'Avinash Ravindranath'}",[15 14 18],Medium,online,others,Remote,no
9611,Divya Raj,66,"{'Avinash Ravindranath,Divya Ravindranath,Harini Raj,Vaishali Ravindranath,Divya Ravindranath,Vaishali Raj', 'Divya Raj'}",[21 34 11],Medium,hybrid,others,France,no
9612,Prasanna Prakash,64,"{'Harini Prasad,Surya Prasad,Surya Ravindranath,Aruna Raj,Avinash Ravindranath,Divya Ravindranath', 'Prasanna Prakash'}",[ 5  4 55],High,in_office,project_discussion,India,yes
9613,Vaishali Ravindranath,163,"{'Vaishali Ravindranath', 'Aruna Prasad,Divya Ravindranath'}",[64 57 42],Medium,online,trainings,India,no
9614,Vaishali Raj,109,"{'Prasanna Ravindranath,Aruna Ravindranath,Aruna Prasad,Vaishali Prakash,Avinash Raj,Prasanna Raj,Avinash Prakash', 'Vaishali Raj'}",[18 27 64],Low,in_office,employee_engagement,India,yes
9615,Harini Ravindranath,54,"{'Harini Ravindranath', 'Divya Raj,Aruna Prakash,Surya Ravindranath,Surya Prasad,Divya Prakash'}",[25  1 28],Medium,online,employee_engagement,India,no
9616,Surya Raj,155,"{'Harini Prasad,Harini Prasad,Prasanna Ravindranath,Harini Raj', 'Surya Raj'}",[92 13 50],High,online,employee_engagement,Romania,no
9617,Prasanna Raj,34,"{'Prasanna Raj', 'Avinash Raj,Vaishali Raj,Surya Ravindranath,Vaishali Ravindranath,Surya Prasad'}",[ 0 33  1],High,online,employee_engagement,Romania,no
9618,Aruna Raj,162,"{'Aruna Prasad,Divya Prakash,Harini Prasad,Surya Prakash,Vaishali Ravindranath,Aruna Raj', 'Aruna Raj'}",[ 12  44 106],High,online,project_discussion,India,no
9619,Divya Raj,69,"{'Divya Raj', 'Prasanna Ravindranath,Surya Prakash,Avinash Prakash,Divya Prasad,Aruna Raj,Avinash Prakash'}",[ 7 45 17],Low,in_office,project_discussion,France,yes
9620,Vaishali Raj,71,"{'Prasanna Raj,Aruna Ravindranath,Harini Ravindranath,Divya Prasad,Aruna Ravindranath', 'Vaishali Raj'}",[41 19 11],High,online,trainings,Remote,yes
9621,Prasanna Prakash,21,"{'Vaishali Prakash,Prasanna Prakash,Aruna Raj,Vaishali Prakash,Vaishali Prasad,Avinash Prakash', 'Prasanna Prakash'}",[10  9  2],Low,online,employee_engagement,Remote,no
9622,Vaishali Raj,75,"{'Prasanna Prasad,Avinash Ravindranath,Divya Prakash,Divya Ravindranath,Surya Prakash,Divya Prakash,Surya Raj,Surya Prakash', 'Vaishali Raj'}",[10 39 26],High,online,employee_engagement,India,no
9623,Avinash Raj,55,"{'Avinash Raj', 'Avinash Prakash,Harini Prasad'}",[ 7 32 16],High,in_office,others,Romania,yes
9624,Surya Ravindranath,70,"{'Aruna Prasad,Vaishali Prasad,Avinash Prasad,Avinash Prasad', 'Surya Ravindranath'}",[16 24 30],Medium,hybrid,employee_engagement,Remote,no
9625,Harini Raj,114,"{'Harini Prasad,Surya Prakash,Surya Prasad,Divya Prasad,Vaishali Raj,Divya Ravindranath,Avinash Ravindranath,Divya Ravindranath,Surya Prasad,Vaishali Prasad', 'Harini Raj'}",[ 6 92 16],Low,in_office,employee_engagement,Remote,yes
9626,Avinash Raj,40,"{'Harini Raj,Avinash Raj,Prasanna Raj,Prasanna Prasad,Aruna Raj,Vaishali Ravindranath,Avinash Prasad,Surya Raj,Avinash Raj', 'Avinash Raj'}",[16  7 17],Medium,in_office,employee_engagement,India,yes
9627,Avinash Prakash,44,"{'Vaishali Raj,Surya Ravindranath,Aruna Prasad,Vaishali Prasad,Harini Raj', 'Avinash Prakash'}",[ 5  8 31],Low,hybrid,trainings,India,no
9628,Prasanna Raj,60,"{'Prasanna Raj', 'Avinash Ravindranath,Surya Raj,Vaishali Prakash,Aruna Ravindranath,Vaishali Prasad,Vaishali Prakash,Vaishali Prakash,Surya Prakash'}",[10 27 23],High,hybrid,others,France,yes
9629,Harini Prakash,41,"{'Vaishali Prakash,Avinash Ravindranath,Vaishali Ravindranath,Vaishali Ravindranath,Avinash Ravindranath,Prasanna Raj,Prasanna Ravindranath,Avinash Ravindranath', 'Harini Prakash'}",[ 2  8 31],Low,hybrid,employee_engagement,India,no
9630,Avinash Raj,12,"{'Avinash Raj', 'Harini Prasad,Avinash Prasad,Vaishali Raj,Divya Ravindranath,Avinash Prakash,Surya Prakash'}",[1 2 9],Medium,online,trainings,France,no
9631,Surya Prakash,71,"{'Harini Raj,Prasanna Ravindranath,Avinash Raj,Prasanna Ravindranath,Avinash Raj,Prasanna Ravindranath', 'Surya Prakash'}",[28 19 24],Medium,hybrid,trainings,Romania,no
9632,Divya Prakash,116,"{'Divya Prakash', 'Vaishali Prakash,Aruna Prakash,Avinash Raj,Vaishali Prakash,Avinash Raj,Prasanna Ravindranath,Vaishali Prakash,Avinash Prasad,Avinash Raj'}",[31 33 52],Medium,hybrid,others,India,no
9633,Aruna Ravindranath,31,"{'Vaishali Prasad,Surya Prasad,Harini Ravindranath,Avinash Prakash,Prasanna Ravindranath,Avinash Raj', 'Aruna Ravindranath'}",[24  7  0],Medium,hybrid,others,Romania,yes
9634,Harini Raj,155,"{'Prasanna Prasad,Prasanna Prakash,Divya Raj,Avinash Prasad', 'Harini Raj'}",[85 28 42],Low,in_office,others,Remote,no
9635,Vaishali Raj,76,"{'Harini Ravindranath,Divya Ravindranath,Harini Ravindranath,Harini Ravindranath,Divya Raj,Divya Raj,Divya Raj', 'Vaishali Raj'}",[15 58  3],Medium,hybrid,project_discussion,India,no
9636,Divya Prakash,79,"{'Divya Prakash', 'Harini Ravindranath,Prasanna Ravindranath,Surya Ravindranath'}",[38 33  8],Low,in_office,others,Remote,yes
9637,Aruna Prakash,26,"{'Aruna Prakash', 'Vaishali Ravindranath,Prasanna Prasad,Aruna Prakash,Aruna Prasad,Vaishali Prasad,Divya Raj,Aruna Ravindranath'}",[10 15  1],Medium,hybrid,trainings,Romania,yes
9638,Divya Prasad,15,"{'Harini Ravindranath,Prasanna Prasad,Prasanna Prakash,Avinash Prakash,Prasanna Prasad', 'Divya Prasad'}",[ 1 12  2],Medium,hybrid,trainings,France,yes
9639,Surya Ravindranath,6,"{'Divya Prakash,Harini Prasad,Prasanna Prasad', 'Surya Ravindranath'}",[4 1 1],High,online,trainings,Remote,yes
9640,Avinash Ravindranath,141,"{'Divya Prakash,Surya Raj,Vaishali Raj', 'Avinash Ravindranath'}",[23 72 46],Low,in_office,project_discussion,France,no
9641,Harini Prakash,56,"{'Divya Raj,Prasanna Prakash,Prasanna Raj', 'Harini Prakash'}",[34  9 13],Low,hybrid,project_discussion,Remote,yes
9642,Surya Prasad,37,"{'Vaishali Prakash,Divya Prasad,Prasanna Raj,Vaishali Raj', 'Surya Prasad'}",[ 9 13 15],Low,hybrid,project_discussion,Remote,no
9643,Divya Prakash,168,"{'Prasanna Ravindranath,Harini Raj', 'Divya Prakash'}",[ 51   4 113],High,online,others,India,yes
9644,Avinash Prakash,112,"{'Avinash Ravindranath,Vaishali Raj,Aruna Prasad,Avinash Raj,Aruna Prasad,Harini Prasad,Aruna Prasad', 'Avinash Prakash'}",[20  3 89],Low,online,project_discussion,Romania,yes
9645,Avinash Ravindranath,130,"{'Avinash Ravindranath', 'Vaishali Prakash,Prasanna Prakash,Avinash Raj,Surya Prakash,Aruna Prakash'}",[49  7 74],Low,online,employee_engagement,Romania,yes
9646,Harini Prakash,39,"{'Divya Raj,Avinash Prasad,Harini Prasad,Avinash Prakash,Divya Raj,Vaishali Prasad,Avinash Raj', 'Harini Prakash'}",[11 20  8],High,hybrid,others,Remote,yes
9647,Surya Prasad,85,"{'Prasanna Raj,Divya Prasad,Divya Prasad,Prasanna Raj,Aruna Ravindranath,Harini Ravindranath,Divya Raj,Surya Prasad', 'Surya Prasad'}",[44 24 17],Medium,online,employee_engagement,Romania,yes
9648,Aruna Prasad,49,"{'Aruna Prasad', 'Aruna Prakash,Aruna Raj,Prasanna Prakash,Divya Prakash'}",[22  8 19],Medium,in_office,project_discussion,India,no
9649,Vaishali Ravindranath,141,"{'Vaishali Ravindranath', 'Avinash Prasad,Vaishali Ravindranath,Aruna Prakash,Surya Prakash,Avinash Prasad,Harini Prakash,Surya Prakash,Surya Prasad,Aruna Prasad,Harini Prasad'}",[28 85 28],Low,hybrid,others,Remote,yes
9650,Divya Raj,27,"{'Surya Ravindranath,Divya Prasad,Surya Prasad,Surya Ravindranath,Divya Ravindranath,Avinash Ravindranath,Avinash Prakash', 'Divya Raj'}",[11  1 15],High,online,trainings,Romania,no
9651,Divya Prakash,169,"{'Surya Ravindranath,Avinash Prasad,Aruna Prasad,Divya Raj,Divya Prasad,Prasanna Prasad,Vaishali Ravindranath,Aruna Prakash,Prasanna Prasad', 'Divya Prakash'}",[116  41  12],Medium,online,employee_engagement,India,no
9652,Divya Ravindranath,79,"{'Divya Ravindranath', 'Divya Raj,Avinash Raj,Surya Raj,Aruna Ravindranath,Harini Prasad,Vaishali Prasad'}",[25 38 16],High,hybrid,project_discussion,India,yes
9653,Aruna Prasad,139,"{'Divya Ravindranath,Divya Prakash,Surya Ravindranath,Divya Prakash,Harini Prasad,Divya Prasad,Harini Ravindranath,Prasanna Prasad', 'Aruna Prasad'}",[93 44  2],Medium,online,employee_engagement,Remote,no
9654,Prasanna Ravindranath,137,"{'Prasanna Ravindranath', 'Avinash Ravindranath,Avinash Prasad,Divya Prakash,Avinash Prasad,Avinash Prasad,Harini Ravindranath,Vaishali Ravindranath,Avinash Prasad,Vaishali Ravindranath,Aruna Prakash'}",[29 12 96],High,online,employee_engagement,France,no
9655,Aruna Raj,22,"{'Aruna Raj', 'Harini Prasad,Avinash Prasad,Harini Ravindranath,Prasanna Ravindranath,Avinash Prakash,Vaishali Raj,Vaishali Prakash,Harini Raj'}",[ 0 14  8],Medium,hybrid,employee_engagement,Remote,yes
9656,Vaishali Prasad,137,"{'Prasanna Ravindranath,Prasanna Prasad,Aruna Raj,Aruna Ravindranath,Surya Prakash,Divya Raj,Divya Prakash,Vaishali Ravindranath,Surya Ravindranath,Divya Prakash', 'Vaishali Prasad'}",[10 49 78],Low,in_office,employee_engagement,Remote,yes
9657,Surya Raj,90,"{'Divya Ravindranath,Prasanna Ravindranath,Harini Raj,Aruna Prasad,Divya Prasad,Harini Raj,Surya Prakash,Surya Raj,Harini Prakash,Harini Prasad', 'Surya Raj'}",[21 19 50],Medium,hybrid,others,Remote,yes
9658,Divya Prakash,136,"{'Divya Prakash', 'Aruna Prakash,Aruna Raj,Vaishali Prakash,Divya Ravindranath,Avinash Prasad,Surya Prakash,Harini Prasad'}",[64 21 51],Medium,in_office,trainings,France,yes
9659,Surya Prakash,45,"{'Vaishali Raj,Surya Prasad,Prasanna Ravindranath,Divya Prakash', 'Surya Prakash'}",[22  0 23],Low,hybrid,project_discussion,India,yes
9660,Aruna Ravindranath,101,"{'Aruna Ravindranath', 'Prasanna Prasad,Surya Prakash,Surya Ravindranath,Surya Raj,Aruna Prakash,Aruna Prakash,Prasanna Prasad,Prasanna Prakash,Harini Prakash'}",[ 1 96  4],Medium,in_office,others,Remote,no
9661,Avinash Prakash,110,"{'Surya Prakash,Prasanna Ravindranath,Avinash Ravindranath,Avinash Prakash', 'Avinash Prakash'}",[64 22 24],Medium,hybrid,trainings,France,yes
9662,Harini Prakash,76,"{'Avinash Prakash,Prasanna Ravindranath,Aruna Ravindranath,Harini Prasad,Divya Prakash,Divya Ravindranath', 'Harini Prakash'}",[69  6  1],Medium,hybrid,trainings,India,yes
9663,Divya Prakash,144,"{'Divya Prakash', 'Harini Ravindranath,Avinash Prasad,Prasanna Prasad,Surya Raj,Divya Ravindranath,Divya Prakash,Aruna Raj,Avinash Ravindranath,Aruna Raj'}",[103   1  40],High,online,others,Remote,yes
9664,Harini Ravindranath,35,"{'Harini Ravindranath', 'Harini Ravindranath,Vaishali Ravindranath,Avinash Prakash,Surya Prakash,Avinash Raj,Aruna Raj'}",[15  0 20],Medium,in_office,project_discussion,France,no
9665,Aruna Ravindranath,28,"{'Divya Ravindranath,Harini Raj,Avinash Prasad', 'Aruna Ravindranath'}",[15  2 11],High,in_office,project_discussion,France,no
9666,Aruna Ravindranath,17,"{'Aruna Prasad,Avinash Prakash,Harini Raj', 'Aruna Ravindranath'}",[9 4 4],Medium,hybrid,employee_engagement,Remote,no
9667,Aruna Prasad,30,"{'Aruna Prasad', 'Divya Prasad,Harini Prasad,Prasanna Raj,Divya Prasad,Harini Raj,Prasanna Raj,Aruna Ravindranath'}",[21  9  0],High,online,employee_engagement,Romania,no
9668,Avinash Prakash,23,"{'Vaishali Raj,Prasanna Ravindranath,Vaishali Prasad,Vaishali Raj,Aruna Ravindranath,Harini Prakash,Vaishali Ravindranath', 'Avinash Prakash'}",[ 6  4 13],Low,online,others,India,yes
